Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSPMRG00000010050,PTX3,ENSG00000163661,PTX3
ENSPMRG00000010051,,ENSG00000275994,SNORA24
ENSPMRG00000010051,,ENSG00000206903,SNORA24B
ENSPMRG00000010051,,ENSG00000207130,
ENSPMRG00000010052,ATRN,ENSG00000088812,ATRN
ENSPMRG00000010053,NAA25,ENSG00000111300,NAA25
ENSPMRG00000010054,ATXN1,ENSG00000124788,ATXN1
ENSPMRG00000010055,RTKN2,ENSG00000182010,RTKN2
ENSPMRG00000010056,NDST3,ENSG00000164100,NDST3
ENSPMRG00000010057,MCUB,ENSG00000005059,MCUB
ENSPMRG00000010058,RBM24,ENSG00000112183,RBM24
ENSPMRG00000010059,,ENSG00000166670,MMP10
ENSPMRG00000010059,,ENSG00000262406,MMP12
ENSPMRG00000010059,,ENSG00000167346,MMP26
ENSPMRG00000010060,MCM5,ENSG00000100297,MCM5
ENSPMRG00000010061,,,
ENSPMRG00000010062,CAP2,ENSG00000112186,CAP2
ENSPMRG00000010063,,,
ENSPMRG00000010064,MMP13,ENSG00000137745,MMP13
ENSPMRG00000010065,,,
ENSPMRG00000010066,SEC24B,ENSG00000138802,SEC24B
ENSPMRG00000010067,FAM8A1,ENSG00000137414,FAM8A1
ENSPMRG00000010068,NDST4,ENSG00000138653,NDST4
ENSPMRG00000010069,DCUN1D5,ENSG00000137692,DCUN1D5
ENSPMRG00000010070,TMEM53,ENSG00000126106,TMEM53
ENSPMRG00000010071,ZNF365,ENSG00000138311,ZNF365
ENSPMRG00000010072,Vault,,
ENSPMRG00000010073,,,
ENSPMRG00000010074,,ENSG00000187147,RNF220
ENSPMRG00000010075,NEXN,ENSG00000162614,NEXN
ENSPMRG00000010076,,ENSG00000174607,UGT8
ENSPMRG00000010077,ADO,ENSG00000181915,ADO
ENSPMRG00000010078,ETNPPL,ENSG00000164089,ETNPPL
ENSPMRG00000010079,BCL3,ENSG00000069399,BCL3
ENSPMRG00000010080,,,
ENSPMRG00000010081,EGR2,ENSG00000122877,EGR2
ENSPMRG00000010082,,ENSG00000187147,RNF220
ENSPMRG00000010083,NRBF2,ENSG00000148572,NRBF2
ENSPMRG00000010084,,,
ENSPMRG00000010085,,ENSG00000174607,UGT8
ENSPMRG00000010086,,ENSG00000186567,CEACAM19
ENSPMRG00000010087,ERI3,ENSG00000117419,ERI3
ENSPMRG00000010088,OSTC,ENSG00000198856,OSTC
ENSPMRG00000010089,JMJD1C,ENSG00000171988,JMJD1C
ENSPMRG00000010090,,,
ENSPMRG00000010091,RPL34,ENSG00000109475,RPL34
ENSPMRG00000010092,DMAP1,ENSG00000178028,DMAP1
ENSPMRG00000010093,MIGA1,ENSG00000180488,MIGA1
ENSPMRG00000010094,,,
ENSPMRG00000010095,,,
ENSPMRG00000010096,,,
ENSPMRG00000010097,RYR3,ENSG00000198838,RYR3
ENSPMRG00000010098,REEP3,ENSG00000165476,REEP3
ENSPMRG00000010099,LEF1,ENSG00000138795,LEF1
ENSPMRG00000010100,,ENSG00000283039,KLF18
ENSPMRG00000010100,,ENSG00000171872,KLF17
ENSPMRG00000010100,,ENSG00000266265,KLF14
ENSPMRG00000010101,,,
ENSPMRG00000010102,USP33,ENSG00000077254,USP33
ENSPMRG00000010103,SLC6A9,ENSG00000196517,SLC6A9
ENSPMRG00000010104,HMOX1,ENSG00000100292,HMOX1
ENSPMRG00000010105,ARHGEF10L,ENSG00000074964,ARHGEF10L
ENSPMRG00000010106,,,
ENSPMRG00000010107,NUP153,ENSG00000124789,NUP153
ENSPMRG00000010108,,,
ENSPMRG00000010109,,,
ENSPMRG00000010110,,ENSG00000168065,SLC22A11
ENSPMRG00000010110,,ENSG00000149742,SLC22A9
ENSPMRG00000010110,,ENSG00000196600,SLC22A25
ENSPMRG00000010110,,ENSG00000197658,SLC22A24
ENSPMRG00000010110,,ENSG00000184999,SLC22A10
ENSPMRG00000010111,,,
ENSPMRG00000010112,U2,,
ENSPMRG00000010113,ZZZ3,ENSG00000036549,ZZZ3
ENSPMRG00000010114,,,
ENSPMRG00000010115,,,
ENSPMRG00000010116,HADH,ENSG00000138796,HADH
ENSPMRG00000010117,CTNNA3,ENSG00000183230,CTNNA3
ENSPMRG00000010118,TOM1,ENSG00000100284,TOM1
ENSPMRG00000010119,AK5,ENSG00000154027,AK5
ENSPMRG00000010120,CYP2U1,ENSG00000155016,CYP2U1
ENSPMRG00000010121,,,
ENSPMRG00000010122,LRRTM3,ENSG00000198739,LRRTM3
ENSPMRG00000010123,U1,,
ENSPMRG00000010124,,,
ENSPMRG00000010125,DNAJC12,ENSG00000108176,DNAJC12
ENSPMRG00000010126,,ENSG00000164023,SGMS2
ENSPMRG00000010127,PIGK,ENSG00000142892,PIGK
ENSPMRG00000010128,,,
ENSPMRG00000010129,SIRT1,ENSG00000096717,SIRT1
ENSPMRG00000010130,TRAFD1,ENSG00000135148,TRAFD1
ENSPMRG00000010131,,ENSG00000242221,PSG2
ENSPMRG00000010131,,ENSG00000124467,PSG8
ENSPMRG00000010131,,ENSG00000243130,PSG11
ENSPMRG00000010131,,ENSG00000007306,CEACAM7
ENSPMRG00000010131,,ENSG00000221878,PSG7
ENSPMRG00000010131,,ENSG00000183668,PSG9
ENSPMRG00000010131,,ENSG00000105388,CEACAM5
ENSPMRG00000010131,,ENSG00000204941,PSG5
ENSPMRG00000010131,,ENSG00000231924,PSG1
ENSPMRG00000010131,,ENSG00000170848,PSG6
ENSPMRG00000010131,,ENSG00000105352,CEACAM4
ENSPMRG00000010131,,ENSG00000124469,CEACAM8
ENSPMRG00000010131,,ENSG00000079385,CEACAM1
ENSPMRG00000010131,,ENSG00000221826,PSG3
ENSPMRG00000010131,,ENSG00000170956,CEACAM3
ENSPMRG00000010131,,ENSG00000243137,PSG4
ENSPMRG00000010131,,ENSG00000086548,CEACAM6
ENSPMRG00000010131,,ENSG00000007129,CEACAM21
ENSPMRG00000010132,,ENSG00000164023,SGMS2
ENSPMRG00000010133,ST6GALNAC5,ENSG00000117069,ST6GALNAC5
ENSPMRG00000010134,,,
ENSPMRG00000010135,ST6GALNAC3,ENSG00000184005,ST6GALNAC3
ENSPMRG00000010136,,,
ENSPMRG00000010137,PIEZO1,ENSG00000103335,PIEZO1
ENSPMRG00000010138,HERC4,ENSG00000148634,HERC4
ENSPMRG00000010139,PAPSS1,ENSG00000138801,PAPSS1
ENSPMRG00000010140,,ENSG00000057468,MSH4
ENSPMRG00000010141,MAPK4,ENSG00000141639,MAPK4
ENSPMRG00000010142,,,
ENSPMRG00000010143,,ENSG00000153774,CFDP1
ENSPMRG00000010144,EPM2A,ENSG00000112425,EPM2A
ENSPMRG00000010145,,ENSG00000057468,MSH4
ENSPMRG00000010146,PUF60,ENSG00000179950,PUF60
ENSPMRG00000010147,ME2,ENSG00000082212,ME2
ENSPMRG00000010148,ADCYAP1R1,ENSG00000078549,ADCYAP1R1
ENSPMRG00000010149,RABGGTB,ENSG00000137955,RABGGTB
ENSPMRG00000010150,FBXO30,ENSG00000118496,FBXO30
ENSPMRG00000010151,OTULINL,ENSG00000145569,OTULINL
ENSPMRG00000010152,ELAC1,ENSG00000141642,ELAC1
ENSPMRG00000010153,,ENSG00000206620,SNORD45C
ENSPMRG00000010154,HMGXB4,ENSG00000100281,HMGXB4
ENSPMRG00000010155,,,
ENSPMRG00000010156,,ENSG00000206620,SNORD45C
ENSPMRG00000010157,GHRHR,ENSG00000106128,GHRHR
ENSPMRG00000010158,SHPRH,ENSG00000146414,SHPRH
ENSPMRG00000010159,,ENSG00000206620,SNORD45C
ENSPMRG00000010160,,,
ENSPMRG00000010161,SMAD4,ENSG00000141646,SMAD4
ENSPMRG00000010162,ANKH,ENSG00000154122,ANKH
ENSPMRG00000010163,ACADM,ENSG00000117054,ACADM
ENSPMRG00000010164,,ENSG00000124713,GNMT
ENSPMRG00000010165,DYNC2H1,ENSG00000187240,DYNC2H1
ENSPMRG00000010166,NRBP2,ENSG00000185189,NRBP2
ENSPMRG00000010167,AQP1,ENSG00000240583,AQP1
ENSPMRG00000010168,,ENSG00000242221,PSG2
ENSPMRG00000010168,,ENSG00000124467,PSG8
ENSPMRG00000010168,,ENSG00000243130,PSG11
ENSPMRG00000010168,,ENSG00000007306,CEACAM7
ENSPMRG00000010168,,ENSG00000221878,PSG7
ENSPMRG00000010168,,ENSG00000183668,PSG9
ENSPMRG00000010168,,ENSG00000105388,CEACAM5
ENSPMRG00000010168,,ENSG00000204941,PSG5
ENSPMRG00000010168,,ENSG00000231924,PSG1
ENSPMRG00000010168,,ENSG00000170848,PSG6
ENSPMRG00000010168,,ENSG00000105352,CEACAM4
ENSPMRG00000010168,,ENSG00000124469,CEACAM8
ENSPMRG00000010168,,ENSG00000079385,CEACAM1
ENSPMRG00000010168,,ENSG00000221826,PSG3
ENSPMRG00000010168,,ENSG00000170956,CEACAM3
ENSPMRG00000010168,,ENSG00000243137,PSG4
ENSPMRG00000010168,,ENSG00000086548,CEACAM6
ENSPMRG00000010168,,ENSG00000007129,CEACAM21
ENSPMRG00000010169,MYPN,ENSG00000138347,MYPN
ENSPMRG00000010170,MEX3C,ENSG00000176624,MEX3C
ENSPMRG00000010171,,,
ENSPMRG00000010172,GIMD1,ENSG00000250298,GIMD1
ENSPMRG00000010173,,,
ENSPMRG00000010174,PTPRZ1,ENSG00000106278,PTPRZ1
ENSPMRG00000010175,DCTD,ENSG00000129187,DCTD
ENSPMRG00000010176,,ENSG00000106125,MINDY4
ENSPMRG00000010177,,,
ENSPMRG00000010178,SLC44A5,ENSG00000137968,SLC44A5
ENSPMRG00000010179,AIMP1,ENSG00000164022,AIMP1
ENSPMRG00000010180,ISX,ENSG00000175329,ISX
ENSPMRG00000010181,GRM1,ENSG00000152822,GRM1
ENSPMRG00000010182,OTULIN,ENSG00000154124,OTULIN
ENSPMRG00000010183,,,
ENSPMRG00000010184,TBCK,ENSG00000145348,TBCK
ENSPMRG00000010185,,,
ENSPMRG00000010186,LHX8,ENSG00000162624,LHX8
ENSPMRG00000010187,LARGE1,ENSG00000133424,LARGE1
ENSPMRG00000010188,TYW3,ENSG00000162623,TYW3
ENSPMRG00000010189,,,
ENSPMRG00000010190,,,
ENSPMRG00000010191,ATOH7,ENSG00000179774,ATOH7
ENSPMRG00000010192,NPNT,ENSG00000168743,NPNT
ENSPMRG00000010193,FBXL7,ENSG00000183580,FBXL7
ENSPMRG00000010194,PBLD,ENSG00000108187,PBLD
ENSPMRG00000010195,CRYZ,ENSG00000116791,CRYZ
ENSPMRG00000010196,,ENSG00000218336,TENM3
ENSPMRG00000010197,MARCHF11,ENSG00000183654,MARCHF11
ENSPMRG00000010198,SYN3,ENSG00000185666,SYN3
ENSPMRG00000010199,HNRNPH3,ENSG00000096746,HNRNPH3
ENSPMRG00000010200,,ENSG00000138780,GSTCD
ENSPMRG00000010201,FAM3C,ENSG00000196937,FAM3C
ENSPMRG00000010202,ZNF622,ENSG00000173545,ZNF622
ENSPMRG00000010203,WNT16,ENSG00000002745,WNT16
ENSPMRG00000010204,,,
ENSPMRG00000010205,INTS12,ENSG00000138785,INTS12
ENSPMRG00000010206,,ENSG00000178965,ERICH3
ENSPMRG00000010207,EPPK1,ENSG00000261150,EPPK1
ENSPMRG00000010208,RUFY2,ENSG00000204130,RUFY2
ENSPMRG00000010209,,,
ENSPMRG00000010210,RAB32,ENSG00000118508,RAB32
ENSPMRG00000010211,ARHGEF38,ENSG00000236699,ARHGEF38
ENSPMRG00000010212,CPED1,ENSG00000106034,CPED1
ENSPMRG00000010213,,,
ENSPMRG00000010214,,,
ENSPMRG00000010215,,,
ENSPMRG00000010216,,,
ENSPMRG00000010217,PPA2,ENSG00000138777,PPA2
ENSPMRG00000010218,ADGB,ENSG00000118492,ADGB
ENSPMRG00000010219,FPGT,ENSG00000254685,FPGT
ENSPMRG00000010220,DCC,ENSG00000187323,DCC
ENSPMRG00000010221,NXPH4,ENSG00000182379,NXPH4
ENSPMRG00000010222,,ENSG00000168769,TET2
ENSPMRG00000010223,U4,ENSG00000222663,RNU4-55P
ENSPMRG00000010223,U4,ENSG00000278374,U4
ENSPMRG00000010223,U4,ENSG00000201458,RNU4-4P
ENSPMRG00000010223,U4,ENSG00000273744,U4
ENSPMRG00000010223,U4,ENSG00000222727,RNU4-64P
ENSPMRG00000010223,U4,ENSG00000222736,RNU4-6P
ENSPMRG00000010223,U4,ENSG00000272359,RNU4-89P
ENSPMRG00000010224,,,
ENSPMRG00000010225,LRRIQ3,ENSG00000162620,LRRIQ3
ENSPMRG00000010226,TIMP3,ENSG00000100234,TIMP3
ENSPMRG00000010227,,,
ENSPMRG00000010228,SHMT2,ENSG00000182199,SHMT2
ENSPMRG00000010229,,ENSG00000168769,TET2
ENSPMRG00000010230,,,
ENSPMRG00000010231,DNASE1L3,ENSG00000163687,DNASE1L3
ENSPMRG00000010232,,,
ENSPMRG00000010233,,,
ENSPMRG00000010234,ING3,ENSG00000071243,ING3
ENSPMRG00000010235,NDUFA4L2,ENSG00000185633,NDUFA4L2
ENSPMRG00000010236,CRHR2,ENSG00000106113,CRHR2
ENSPMRG00000010237,CXXC4,ENSG00000168772,CXXC4
ENSPMRG00000010238,NEGR1,ENSG00000172260,NEGR1
ENSPMRG00000010239,,,
ENSPMRG00000010240,,,
ENSPMRG00000010241,STAC3,ENSG00000185482,STAC3
ENSPMRG00000010242,GNA14,ENSG00000156049,GNA14
ENSPMRG00000010243,FBXO7,ENSG00000100225,FBXO7
ENSPMRG00000010244,TACR3,ENSG00000169836,TACR3
ENSPMRG00000010245,ABHD6,ENSG00000163686,ABHD6
ENSPMRG00000010246,,,
ENSPMRG00000010247,R3HDM2,ENSG00000179912,R3HDM2
ENSPMRG00000010248,PLEC,ENSG00000178209,PLEC
ENSPMRG00000010249,ZRANB2,ENSG00000132485,ZRANB2
ENSPMRG00000010250,PAK1IP1,ENSG00000111845,PAK1IP1
ENSPMRG00000010251,,ENSG00000104941,RSPH6A
ENSPMRG00000010252,IP6K2,ENSG00000068745,IP6K2
ENSPMRG00000010253,PTGER3,ENSG00000050628,PTGER3
ENSPMRG00000010254,,,
ENSPMRG00000010255,INHBC,ENSG00000175189,INHBC
ENSPMRG00000010256,,ENSG00000111843,TMEM14C
ENSPMRG00000010257,CTH,ENSG00000116761,CTH
ENSPMRG00000010258,STXBP5,ENSG00000164506,STXBP5
ENSPMRG00000010259,,,
ENSPMRG00000010260,GLI1,ENSG00000111087,GLI1
ENSPMRG00000010261,NCKIPSD,ENSG00000213672,NCKIPSD
ENSPMRG00000010262,BDH2,ENSG00000164039,BDH2
ENSPMRG00000010263,GFOD1,ENSG00000145990,GFOD1
ENSPMRG00000010264,ANKRD13C,ENSG00000118454,ANKRD13C
ENSPMRG00000010265,,ENSG00000164037,SLC9B1
ENSPMRG00000010265,,ENSG00000164038,SLC9B2
ENSPMRG00000010266,PUM2,ENSG00000055917,PUM2
ENSPMRG00000010267,DNA2,ENSG00000138346,DNA2
ENSPMRG00000010268,TBC1D7,ENSG00000145979,TBC1D7
ENSPMRG00000010269,RTCB,ENSG00000100220,RTCB
ENSPMRG00000010270,TSPAN12,ENSG00000106025,TSPAN12
ENSPMRG00000010271,SRSF11,ENSG00000116754,SRSF11
ENSPMRG00000010272,,ENSG00000164037,SLC9B1
ENSPMRG00000010272,,ENSG00000164038,SLC9B2
ENSPMRG00000010273,,,
ENSPMRG00000010274,ASCL4,ENSG00000187855,ASCL4
ENSPMRG00000010275,,ENSG00000181785,OR5AS1
ENSPMRG00000010276,LRRC40,ENSG00000066557,LRRC40
ENSPMRG00000010277,MYO10,ENSG00000145555,MYO10
ENSPMRG00000010278,KCND2,ENSG00000184408,KCND2
ENSPMRG00000010279,,,
ENSPMRG00000010280,,ENSG00000181785,OR5AS1
ENSPMRG00000010281,PRDM4,ENSG00000110851,PRDM4
ENSPMRG00000010282,,,
ENSPMRG00000010283,PHACTR1,ENSG00000112137,PHACTR1
ENSPMRG00000010284,,ENSG00000164037,SLC9B1
ENSPMRG00000010284,,ENSG00000164038,SLC9B2
ENSPMRG00000010285,,,
ENSPMRG00000010286,,,
ENSPMRG00000010287,,,
ENSPMRG00000010288,CISD2,ENSG00000145354,CISD2
ENSPMRG00000010289,,,
ENSPMRG00000010290,PWP1,ENSG00000136045,PWP1
ENSPMRG00000010291,OR5J2,ENSG00000174957,OR5J2
ENSPMRG00000010292,RHOB,ENSG00000143878,RHOB
ENSPMRG00000010293,F13B,ENSG00000143278,F13B
ENSPMRG00000010294,,ENSG00000218336,TENM3
ENSPMRG00000010295,,,
ENSPMRG00000010296,,,
ENSPMRG00000010297,,,
ENSPMRG00000010298,HS1BP3,ENSG00000118960,HS1BP3
ENSPMRG00000010299,PARP10,ENSG00000178685,PARP10
ENSPMRG00000010300,,,
ENSPMRG00000010301,TMEM171,ENSG00000157111,TMEM171
ENSPMRG00000010302,,,
ENSPMRG00000010303,,,
ENSPMRG00000010304,GDF7,ENSG00000143869,GDF7
ENSPMRG00000010305,LRRC7,ENSG00000033122,LRRC7
ENSPMRG00000010306,,,
ENSPMRG00000010307,LDAH,ENSG00000118961,LDAH
ENSPMRG00000010308,,,
ENSPMRG00000010309,,,
ENSPMRG00000010310,MANBA,ENSG00000109323,MANBA
ENSPMRG00000010311,,,
ENSPMRG00000010312,,,
ENSPMRG00000010313,,,
ENSPMRG00000010314,,,
ENSPMRG00000010315,U5,,
ENSPMRG00000010316,EDN1,ENSG00000078401,EDN1
ENSPMRG00000010317,APOB,ENSG00000084674,APOB
ENSPMRG00000010318,,,
ENSPMRG00000010319,AGA,ENSG00000038002,AGA
ENSPMRG00000010320,,ENSG00000186583,SPATC1
ENSPMRG00000010321,,ENSG00000230453,ANKRD18B
ENSPMRG00000010321,,ENSG00000260691,ANKRD20A1
ENSPMRG00000010321,,ENSG00000107890,ANKRD26
ENSPMRG00000010321,,ENSG00000180777,ANKRD30B
ENSPMRG00000010321,,ENSG00000148513,ANKRD30A
ENSPMRG00000010321,,ENSG00000180071,ANKRD18A
ENSPMRG00000010321,,ENSG00000163046,ANKRD30BL
ENSPMRG00000010322,,,
ENSPMRG00000010323,ASPM,ENSG00000066279,ASPM
ENSPMRG00000010324,TAF1C,ENSG00000103168,TAF1C
ENSPMRG00000010325,NEIL3,ENSG00000109674,NEIL3
ENSPMRG00000010326,,,
ENSPMRG00000010327,,,
ENSPMRG00000010328,,,
ENSPMRG00000010329,HIVEP1,ENSG00000095951,HIVEP1
ENSPMRG00000010330,TDRD15,ENSG00000218819,TDRD15
ENSPMRG00000010331,VEGFC,ENSG00000150630,VEGFC
ENSPMRG00000010332,,ENSG00000204930,FAM221B
ENSPMRG00000010333,,,
ENSPMRG00000010334,SPCS3,ENSG00000129128,SPCS3
ENSPMRG00000010335,SAMD5,ENSG00000203727,SAMD5
ENSPMRG00000010336,CTTNBP2,ENSG00000077063,CTTNBP2
ENSPMRG00000010337,KLHL29,ENSG00000119771,KLHL29
ENSPMRG00000010338,,,
ENSPMRG00000010339,ASB5,ENSG00000164122,ASB5
ENSPMRG00000010340,HECTD4,ENSG00000173064,HECTD4
ENSPMRG00000010341,TMEM8B,ENSG00000137103,TMEM8B
ENSPMRG00000010342,,,
ENSPMRG00000010343,AGO1,ENSG00000092847,AGO1
ENSPMRG00000010344,SASH1,ENSG00000111961,SASH1
ENSPMRG00000010345,SPATA4,ENSG00000150628,SPATA4
ENSPMRG00000010346,LRPAP1,ENSG00000163956,LRPAP1
ENSPMRG00000010347,ABTB3,ENSG00000151136,ABTB3
ENSPMRG00000010348,,ENSG00000198965,OR10R2
ENSPMRG00000010349,ATAD2B,ENSG00000119778,ATAD2B
ENSPMRG00000010350,WDR17,ENSG00000150627,WDR17
ENSPMRG00000010351,,ENSG00000235863,B3GALT4
ENSPMRG00000010352,,,
ENSPMRG00000010353,,,
ENSPMRG00000010354,,,
ENSPMRG00000010355,,ENSG00000157107,FCHO2
ENSPMRG00000010356,,,
ENSPMRG00000010357,,,
ENSPMRG00000010358,,,
ENSPMRG00000010359,,,
ENSPMRG00000010360,CFTR,ENSG00000001626,CFTR
ENSPMRG00000010361,GPM6A,ENSG00000150625,GPM6A
ENSPMRG00000010362,TESK1,ENSG00000107140,TESK1
ENSPMRG00000010363,UBXN2A,ENSG00000173960,UBXN2A
ENSPMRG00000010364,,,
ENSPMRG00000010365,,ENSG00000172464,OR5AP2
ENSPMRG00000010366,U6,,
ENSPMRG00000010367,,,
ENSPMRG00000010368,RPE65,ENSG00000116745,RPE65
ENSPMRG00000010369,GLRA3,ENSG00000145451,GLRA3
ENSPMRG00000010370,UST,ENSG00000111962,UST
ENSPMRG00000010371,OPLAH,ENSG00000178814,OPLAH
ENSPMRG00000010372,PRADC1,ENSG00000135617,PRADC1
ENSPMRG00000010373,MFSD2B,ENSG00000205639,MFSD2B
ENSPMRG00000010374,,,
ENSPMRG00000010375,,,
ENSPMRG00000010376,,,
ENSPMRG00000010377,ZBTB41,ENSG00000177888,ZBTB41
ENSPMRG00000010378,HPGD,ENSG00000164120,HPGD
ENSPMRG00000010379,ASZ1,ENSG00000154438,ASZ1
ENSPMRG00000010380,,,
ENSPMRG00000010381,TAB2,ENSG00000055208,TAB2
ENSPMRG00000010382,,ENSG00000177144,NUDT4B
ENSPMRG00000010382,,ENSG00000173598,NUDT4
ENSPMRG00000010383,,ENSG00000164118,CEP44
ENSPMRG00000010384,SMYD5,ENSG00000135632,SMYD5
ENSPMRG00000010385,ZC3H12D,ENSG00000178199,ZC3H12D
ENSPMRG00000010386,WDCP,ENSG00000163026,WDCP
ENSPMRG00000010387,,ENSG00000177889,UBE2N
ENSPMRG00000010387,,ENSG00000276380,UBE2NL
ENSPMRG00000010388,,,
ENSPMRG00000010389,,,
ENSPMRG00000010390,,ENSG00000164118,CEP44
ENSPMRG00000010391,,ENSG00000198015,MRPL42
ENSPMRG00000010392,,,
ENSPMRG00000010393,PPIL4,ENSG00000131013,PPIL4
ENSPMRG00000010394,WLS,ENSG00000116729,WLS
ENSPMRG00000010395,CRB1,ENSG00000134376,CRB1
ENSPMRG00000010396,,,
ENSPMRG00000010397,CSE1L,ENSG00000124207,CSE1L
ENSPMRG00000010398,,,
ENSPMRG00000010399,FBXO8,ENSG00000164117,FBXO8
ENSPMRG00000010400,FKBP1B,ENSG00000119782,FKBP1B
ENSPMRG00000010401,GINM1,ENSG00000055211,GINM1
ENSPMRG00000010402,SF3B6,ENSG00000115128,SF3B6
ENSPMRG00000010403,,,
ENSPMRG00000010404,,ENSG00000186468,RPS23
ENSPMRG00000010405,VPS16,ENSG00000215305,VPS16
ENSPMRG00000010406,RUSC2,ENSG00000198853,RUSC2
ENSPMRG00000010407,,,
ENSPMRG00000010408,,,
ENSPMRG00000010409,SOCS2,ENSG00000120833,SOCS2
ENSPMRG00000010410,KATNA1,ENSG00000186625,KATNA1
ENSPMRG00000010411,OR4A15,ENSG00000181958,OR4A15
ENSPMRG00000010412,STAU1,ENSG00000124214,STAU1
ENSPMRG00000010413,GFRA4,ENSG00000125861,GFRA4
ENSPMRG00000010414,,,
ENSPMRG00000010415,ST7,ENSG00000004866,ST7
ENSPMRG00000010416,,,
ENSPMRG00000010417,CRADD,ENSG00000169372,CRADD
ENSPMRG00000010418,,,
ENSPMRG00000010419,HAND2,ENSG00000164107,HAND2
ENSPMRG00000010420,,,
ENSPMRG00000010421,,,
ENSPMRG00000010422,,,
ENSPMRG00000010423,SCRG1,ENSG00000164106,SCRG1
ENSPMRG00000010424,GNG12,ENSG00000172380,GNG12
ENSPMRG00000010425,LATS1,ENSG00000131023,LATS1
ENSPMRG00000010426,,,
ENSPMRG00000010427,PLXNC1,ENSG00000136040,PLXNC1
ENSPMRG00000010428,,ENSG00000132635,PCED1A
ENSPMRG00000010428,,ENSG00000179715,PCED1B
ENSPMRG00000010429,CELSR3,ENSG00000008300,CELSR3
ENSPMRG00000010430,SAP30,ENSG00000164105,SAP30
ENSPMRG00000010431,,,
ENSPMRG00000010432,,,
ENSPMRG00000010433,,,
ENSPMRG00000010434,GADD45A,ENSG00000116717,GADD45A
ENSPMRG00000010435,NUP43,ENSG00000120253,NUP43
ENSPMRG00000010436,,ENSG00000164104,HMGB2
ENSPMRG00000010437,OR4S1,ENSG00000176555,OR4S1
ENSPMRG00000010438,ADAM33,ENSG00000149451,ADAM33
ENSPMRG00000010439,,ENSG00000174156,GSTA3
ENSPMRG00000010439,,ENSG00000170899,GSTA4
ENSPMRG00000010439,,ENSG00000182793,GSTA5
ENSPMRG00000010439,,ENSG00000243955,GSTA1
ENSPMRG00000010439,,ENSG00000244067,GSTA2
ENSPMRG00000010439,,ENSG00000213366,GSTM2
ENSPMRG00000010439,,ENSG00000134201,GSTM5
ENSPMRG00000010440,RYR1,ENSG00000196218,RYR1
ENSPMRG00000010441,,ENSG00000222365,SNORD12B
ENSPMRG00000010441,,ENSG00000212304,SNORD12
ENSPMRG00000010442,RHOD,ENSG00000173156,RHOD
ENSPMRG00000010443,,,
ENSPMRG00000010444,,ENSG00000222365,SNORD12B
ENSPMRG00000010444,,ENSG00000212304,SNORD12
ENSPMRG00000010445,PCMT1,ENSG00000120265,PCMT1
ENSPMRG00000010446,GALNT7,ENSG00000109586,GALNT7
ENSPMRG00000010447,,,
ENSPMRG00000010448,SERBP1,ENSG00000142864,SERBP1
ENSPMRG00000010449,DENND1B,ENSG00000213047,DENND1B
ENSPMRG00000010450,,,
ENSPMRG00000010451,,,
ENSPMRG00000010452,,ENSG00000132635,PCED1A
ENSPMRG00000010452,,ENSG00000179715,PCED1B
ENSPMRG00000010453,GALNTL6,ENSG00000174473,GALNTL6
ENSPMRG00000010454,,,
ENSPMRG00000010455,KCNB1,ENSG00000158445,KCNB1
ENSPMRG00000010456,,ENSG00000081985,IL12RB2
ENSPMRG00000010457,LRP11,ENSG00000120256,LRP11
ENSPMRG00000010458,SLC41A2,ENSG00000136052,SLC41A2
ENSPMRG00000010459,TMEM14A,ENSG00000096092,TMEM14A
ENSPMRG00000010460,,,
ENSPMRG00000010461,,,
ENSPMRG00000010462,,,
ENSPMRG00000010463,,ENSG00000162594,IL23R
ENSPMRG00000010464,CHST11,ENSG00000171310,CHST11
ENSPMRG00000010465,CAPZA2,ENSG00000198898,CAPZA2
ENSPMRG00000010466,,,
ENSPMRG00000010467,EGR4,ENSG00000135625,EGR4
ENSPMRG00000010468,AGPAT5,ENSG00000155189,AGPAT5
ENSPMRG00000010469,,,
ENSPMRG00000010470,PTGIS,ENSG00000124212,PTGIS
ENSPMRG00000010471,TXNRD1,ENSG00000198431,TXNRD1
ENSPMRG00000010472,,,
ENSPMRG00000010473,SLC35D1,ENSG00000116704,SLC35D1
ENSPMRG00000010474,,ENSG00000163013,FBXO41
ENSPMRG00000010475,,ENSG00000153774,CFDP1
ENSPMRG00000010476,PPP1R14C,ENSG00000198729,PPP1R14C
ENSPMRG00000010477,,ENSG00000147316,MCPH1
ENSPMRG00000010478,NFKB1,ENSG00000109320,NFKB1
ENSPMRG00000010479,CEP83,ENSG00000173588,CEP83
ENSPMRG00000010480,IYD,ENSG00000009765,IYD
ENSPMRG00000010481,,ENSG00000109576,AADAT
ENSPMRG00000010482,MIER1,ENSG00000198160,MIER1
ENSPMRG00000010483,NFYB,ENSG00000120837,NFYB
ENSPMRG00000010484,ANGPT2,ENSG00000091879,ANGPT2
ENSPMRG00000010485,TNPO1,ENSG00000083312,TNPO1
ENSPMRG00000010486,HCFC2,ENSG00000111727,HCFC2
ENSPMRG00000010487,PLEKHG1,ENSG00000120278,PLEKHG1
ENSPMRG00000010488,,ENSG00000147316,MCPH1
ENSPMRG00000010489,DNAI4,ENSG00000152763,DNAI4
